Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
78,2014,5,Karnataka,Raichur,154184,57.16,174.65,144.61,71510,26.51,81,67.07,44036,16.33,49.88,41.3,269730,305.53,252.99
78,2015,5,Karnataka,Raichur,123951,56.32,144.04,121.3,66207,30.08,76.94,64.79,29914,13.59,34.76,29.27,220072,255.74,215.37
78,2016,5,Karnataka,Raichur,107297,56.24,131.26,107.55,61881,32.43,75.7,62.03,21610,11.33,26.44,21.66,190788,233.4,191.24
78,2017,5,Karnataka,Raichur,115832,57.57,141.25,117.01,62617,31.12,76.36,63.25,22756,11.31,27.75,22.99,201205,245.36,203.25
79,1966,5,Karnataka,Gulbarga / Kalaburagi,377,64.44,0.3,0.3,208,35.56,0.16,0.16,0,0,0,0,585,0.46,0.46
79,1967,5,Karnataka,Gulbarga / Kalaburagi,542,69.49,0.43,0.43,236,30.26,0.19,0.19,2,0.26,0,0,780,0.62,0.62
79,1968,5,Karnataka,Gulbarga / Kalaburagi,446,47.45,0.36,0.35,305,32.45,0.25,0.24,189,20.11,0.15,0.15,940,0.76,0.75
79,1969,5,Karnataka,Gulbarga / Kalaburagi,940,78.66,0.78,0.76,232,19.41,0.19,0.19,23,1.92,0.02,0.02,1195,1,0.96
79,1970,5,Karnataka,Gulbarga / Kalaburagi,1050,76.87,0.88,0.84,174,12.74,0.15,0.14,142,10.4,0.12,0.11,1366,1.14,1.1
79,1971,5,Karnataka,Gulbarga / Kalaburagi,1724,70.77,1.41,1.35,395,16.22,0.32,0.31,317,13.01,0.26,0.25,2436,1.99,1.91
79,1972,5,Karnataka,Gulbarga / Kalaburagi,1052,81.87,1.08,1.03,197,15.33,0.2,0.19,36,2.8,0.04,0.04,1285,1.32,1.26
79,1973,5,Karnataka,Gulbarga / Kalaburagi,1493,63.94,1.29,1.23,432,18.5,0.37,0.36,410,17.56,0.35,0.34,2335,2.02,1.92
79,1974,5,Karnataka,Gulbarga / Kalaburagi,2042,65.26,1.72,1.63,649,20.74,0.55,0.52,438,14,0.37,0.35,3129,2.64,2.51
79,1975,5,Karnataka,Gulbarga / Kalaburagi,973,67.01,0.83,0.78,300,20.66,0.25,0.24,179,12.33,0.15,0.14,1452,1.23,1.17
79,1976,5,Karnataka,Gulbarga / Kalaburagi,1271,68.3,1.08,1.02,382,20.53,0.33,0.31,208,11.18,0.18,0.17,1861,1.58,1.5
79,1977,5,Karnataka,Gulbarga / Kalaburagi,1210,54.41,1.02,0.96,730,32.82,0.62,0.58,284,12.77,0.24,0.23,2224,1.87,1.76
79,1978,5,Karnataka,Gulbarga / Kalaburagi,1252,55.89,1.06,0.98,772,34.46,0.65,0.61,216,9.64,0.18,0.17,2240,1.89,1.76
79,1979,5,Karnataka,Gulbarga / Kalaburagi,1860,57.53,1.57,1.45,1054,32.6,0.89,0.82,319,9.87,0.27,0.25,3233,2.72,2.52
79,1980,5,Karnataka,Gulbarga / Kalaburagi,1805,58.97,1.53,1.42,1030,33.65,0.87,0.81,226,7.38,0.19,0.18,3061,2.6,2.41
79,1981,5,Karnataka,Gulbarga / Kalaburagi,2782,58.46,2.3,2.14,1603,33.68,1.32,1.23,374,7.86,0.31,0.29,4759,3.93,3.67
79,1982,5,Karnataka,Gulbarga / Kalaburagi,1990,44.63,1.63,1.53,1981,44.43,1.62,1.52,488,10.94,0.4,0.38,4459,3.66,3.43
79,1983,5,Karnataka,Gulbarga / Kalaburagi,3548,48.9,2.88,2.67,3356,46.26,2.72,2.53,351,4.84,0.28,0.26,7255,5.88,5.47
79,1984,5,Karnataka,Gulbarga / Kalaburagi,5901,49.91,4.87,4.62,5142,43.49,4.24,4.03,781,6.61,0.64,0.61,11824,9.75,9.27
79,1985,5,Karnataka,Gulbarga / Kalaburagi,4917,39.97,3.92,3.68,6590,53.57,5.25,4.94,795,6.46,0.63,0.6,12302,9.8,9.21
79,1986,5,Karnataka,Gulbarga / Kalaburagi,5853,41.75,4.94,4.63,6929,49.43,5.84,5.48,1236,8.82,1.04,0.98,14018,11.82,11.09
79,1987,5,Karnataka,Gulbarga / Kalaburagi,8101,41.56,6.57,6.04,9693,49.73,7.86,7.22,1696,8.7,1.37,1.26,19490,15.8,14.52
79,1988,5,Karnataka,Gulbarga / Kalaburagi,12011,44.97,11.13,10.1,13378,50.09,12.4,11.25,1319,4.94,1.22,1.11,26708,24.76,22.46
79,1989,5,Karnataka,Gulbarga / Kalaburagi,10649,41.57,8.89,7.96,12973,50.64,10.83,9.7,1997,7.79,1.67,1.49,25619,21.38,19.15
79,1990,5,Karnataka,Gulbarga / Kalaburagi,15609,46.72,13.48,11.94,15634,46.8,13.5,11.96,2164,6.48,1.87,1.66,33407,28.84,25.55
79,1991,5,Karnataka,Gulbarga / Kalaburagi,13199,40.94,11.46,10.05,16943,52.56,14.71,12.9,2095,6.5,1.82,1.59,32237,27.98,24.54
79,1992,5,Karnataka,Gulbarga / Kalaburagi,13033,42.55,11.3,10,16103,52.57,13.96,12.36,1497,4.89,1.3,1.15,30633,26.55,23.51
79,1993,5,Karnataka,Gulbarga / Kalaburagi,9929,52.01,8.26,7.31,7892,41.34,6.57,5.81,1270,6.65,1.06,0.94,19091,15.89,14.06
79,1994,5,Karnataka,Gulbarga / Kalaburagi,11859,47.76,9.95,8.96,10715,43.15,8.99,8.09,2258,9.09,1.89,1.71,24832,20.84,18.76
79,1995,5,Karnataka,Gulbarga / Kalaburagi,16314,44.58,13.77,11.78,16476,45.02,13.9,11.9,3807,10.4,3.21,2.75,36597,30.88,26.42
79,1996,5,Karnataka,Gulbarga / Kalaburagi,13137,54.42,11.36,9.48,9562,39.61,8.27,6.9,1440,5.97,1.25,1.04,24139,20.88,17.42
79,1997,5,Karnataka,Gulbarga / Kalaburagi,16074,45.99,14.26,12.02,17126,49,15.2,12.8,1751,5.01,1.55,1.31,34951,31.02,26.13
79,1998,5,Karnataka,Gulbarga / Kalaburagi,20062,50.26,16.96,14.13,17480,43.79,14.78,12.31,2376,5.95,2.01,1.67,39918,33.74,28.11
79,1999,5,Karnataka,Gulbarga / Kalaburagi,21736,48.03,18.87,15.38,21206,46.86,18.41,15.01,2309,5.1,2,1.63,45251,39.28,32.03
79,2000,5,Karnataka,Gulbarga / Kalaburagi,27825,47.6,24.17,20.33,25909,44.32,22.51,18.93,4720,8.07,4.1,3.45,58454,50.79,42.7
79,2001,5,Karnataka,Gulbarga / Kalaburagi,30215,47.5,25.85,22.54,28593,44.95,24.47,21.33,4801,7.55,4.11,3.58,63609,54.43,47.45
79,2002,5,Karnataka,Gulbarga / Kalaburagi,31819,51.7,27.1,23.42,24394,39.63,20.78,17.96,5338,8.67,4.55,3.93,61551,52.42,45.31
79,2003,5,Karnataka,Gulbarga / Kalaburagi,35920,52.32,30.77,25.51,24565,35.78,21.04,17.44,8170,11.9,7,5.8,68655,58.81,48.75
79,2004,5,Karnataka,Gulbarga / Kalaburagi,42995,50.59,35.85,30.53,33098,38.94,27.6,23.5,8895,10.47,7.42,6.32,84988,70.87,60.35
79,2005,5,Karnataka,Gulbarga / Kalaburagi,44168,49.06,37.39,31.1,34608,38.44,29.3,24.37,11261,12.51,9.53,7.93,90037,76.23,63.4
79,2006,5,Karnataka,Gulbarga / Kalaburagi,48051,49.67,41.54,33.71,36575,37.81,31.62,25.66,12114,12.52,10.47,8.5,96740,83.63,67.86
79,2007,5,Karnataka,Gulbarga / Kalaburagi,46674,52.45,40.31,32.3,29153,32.76,25.18,20.18,13153,14.78,11.36,9.1,88980,76.85,61.58
79,2008,5,Karnataka,Gulbarga / Kalaburagi,54701,47.68,45.79,38.33,45136,39.34,37.78,31.63,14893,12.98,12.47,10.44,114730,96.03,80.39
79,2009,5,Karnataka,Gulbarga / Kalaburagi,65468,46.59,53.63,45.64,51561,36.69,42.24,35.94,23486,16.71,19.24,16.37,140515,115.11,97.95
79,2010,5,Karnataka,Gulbarga / Kalaburagi,82629,50.56,66.32,56.11,62315,38.13,50.01,42.32,18499,11.32,14.85,12.56,163443,131.18,110.99
79,2011,5,Karnataka,Gulbarga / Kalaburagi,65757,47.09,54.83,48.82,62120,44.48,51.79,46.12,11768,8.43,9.81,8.74,139645,116.43,103.68
79,2012,5,Karnataka,Gulbarga / Kalaburagi,56063,55.12,48.39,43.11,34538,33.96,29.81,26.56,11111,10.92,9.59,8.54,101712,87.79,78.21
79,2013,5,Karnataka,Gulbarga / Kalaburagi,59590,56.66,49.63,41.39,34239,32.56,28.51,23.78,11337,10.78,9.44,7.87,105166,87.58,73.05
79,2014,5,Karnataka,Gulbarga / Kalaburagi,68635,51.02,57.59,48.24,46672,34.69,39.16,32.8,19222,14.29,16.13,13.51,134529,112.88,94.54
79,2015,5,Karnataka,Gulbarga / Kalaburagi,68344,53.3,62.34,52.1,50293,39.22,45.87,38.34,9597,7.48,8.75,7.32,128234,116.97,97.75
79,2016,5,Karnataka,Gulbarga / Kalaburagi,76260,52.44,64.8,53.18,56097,38.58,47.67,39.12,13062,8.98,11.1,9.11,145419,123.56,101.4
79,2017,5,Karnataka,Gulbarga / Kalaburagi,70290,54.56,59.24,48.1,46001,35.7,38.77,31.48,12551,9.74,10.58,8.59,128842,108.58,88.16
80,1966,5,Karnataka,Dakshina Kannada,1949,92.81,9.18,6.62,151,7.19,0.71,0.51,0,0,0,0,2100,9.9,7.13
80,1967,5,Karnataka,Dakshina Kannada,1298,88,6.44,4.66,172,11.66,0.85,0.62,5,0.34,0.02,0.02,1475,7.32,5.29
80,1968,5,Karnataka,Dakshina Kannada,1771,32.54,9.32,6.57,605,11.12,3.18,2.24,3067,56.35,16.14,11.38,5443,28.65,20.2
80,1969,5,Karnataka,Dakshina Kannada,1682,28.93,8.89,6.24,665,11.44,3.51,2.47,3467,59.63,18.32,12.86,5814,30.73,21.56
80,1970,5,Karnataka,Dakshina Kannada,3499,44.41,18.78,13,1506,19.12,8.08,5.59,2873,36.47,15.42,10.67,7878,42.29,29.26
80,1971,5,Karnataka,Dakshina Kannada,7113,57.86,38.76,26.73,2974,24.19,16.21,11.18,2207,17.95,12.03,8.29,12294,67,46.2
80,1972,5,Karnataka,Dakshina Kannada,4810,40.32,25.82,18.12,2827,23.7,15.17,10.65,4293,35.98,23.04,16.18,11930,64.04,44.95
80,1973,5,Karnataka,Dakshina Kannada,4101,47.94,21.77,15.32,1896,22.16,10.06,7.08,2558,29.9,13.58,9.56,8555,45.41,31.96
80,1974,5,Karnataka,Dakshina Kannada,4557,44.56,24.24,17.09,1953,19.1,10.39,7.32,3717,36.34,19.77,13.94,10227,54.4,38.35
80,1975,5,Karnataka,Dakshina Kannada,3025,37.39,16.32,11.42,1044,12.9,5.63,3.94,4021,49.7,21.69,15.18,8090,43.64,30.54
80,1976,5,Karnataka,Dakshina Kannada,4179,43.61,22.61,15.72,1756,18.32,9.5,6.6,3648,38.07,19.74,13.72,9583,51.86,36.04
80,1977,5,Karnataka,Dakshina Kannada,4589,30.16,24.41,17.24,2174,14.29,11.56,8.17,8451,55.55,44.95,31.75,15214,80.93,57.15
80,1978,5,Karnataka,Dakshina Kannada,6601,32.23,34.45,25.1,3600,17.58,18.79,13.69,10278,50.19,53.64,39.08,20479,106.88,77.87
80,1979,5,Karnataka,Dakshina Kannada,6006,26.38,31.12,23.1,3146,13.82,16.3,12.1,13612,59.8,70.53,52.35,22764,117.95,87.55
80,1980,5,Karnataka,Dakshina Kannada,6047,31.02,31.49,22.99,2914,14.95,15.18,11.08,10530,54.02,54.84,40.04,19491,101.52,74.11
80,1981,5,Karnataka,Dakshina Kannada,6092,42.87,30.77,22.65,2914,20.5,14.72,10.83,5206,36.63,26.29,19.35,14212,71.78,52.83
80,1982,5,Karnataka,Dakshina Kannada,4234,43.1,20.78,15.42,2239,22.79,10.99,8.16,3351,34.11,16.44,12.21,9824,48.2,35.79
80,1983,5,Karnataka,Dakshina Kannada,6544,48.95,31.57,23.59,3167,23.69,15.28,11.42,3659,27.37,17.65,13.19,13370,64.5,48.2
80,1984,5,Karnataka,Dakshina Kannada,7251,44.17,33.95,24.18,4644,28.29,21.74,15.49,4522,27.54,21.17,15.08,16417,76.86,54.74
80,1985,5,Karnataka,Dakshina Kannada,7133,46.08,32.86,23.94,4254,27.48,19.59,14.28,4091,26.43,18.84,13.73,15478,71.29,51.96
80,1986,5,Karnataka,Dakshina Kannada,7236,44.64,33.04,24.25,4679,28.86,21.37,15.68,4296,26.5,19.62,14.4,16211,74.02,54.33
80,1987,5,Karnataka,Dakshina Kannada,8885,42.62,41.38,29.87,5039,24.17,23.47,16.94,6925,33.22,32.25,23.28,20849,97.11,70.08
80,1988,5,Karnataka,Dakshina Kannada,11817,42.69,54.21,39.87,7788,28.13,35.72,26.28,8077,29.18,37.05,27.25,27682,126.98,93.39
80,1989,5,Karnataka,Dakshina Kannada,9627,36.33,44.36,32.48,8126,30.66,37.45,27.42,8747,33.01,40.31,29.51,26500,122.12,89.41
80,1990,5,Karnataka,Dakshina Kannada,8876,37.73,40.53,29.7,5164,21.95,23.58,17.28,9484,40.32,43.31,31.74,23524,107.42,78.72
80,1991,5,Karnataka,Dakshina Kannada,8535,33.97,38.81,28.72,5199,20.69,23.64,17.49,11389,45.33,51.79,38.32,25123,114.24,84.53
80,1992,5,Karnataka,Dakshina Kannada,8134,37.48,36.98,27.39,5038,23.21,22.9,16.97,8530,39.31,38.78,28.73,21702,98.66,73.08
80,1993,5,Karnataka,Dakshina Kannada,8864,35.8,39.9,29.75,4553,18.39,20.5,15.28,11342,45.81,51.06,38.07,24759,111.45,83.11
80,1994,5,Karnataka,Dakshina Kannada,7221,38.64,32.86,24.28,3118,16.69,14.19,10.48,8347,44.67,37.98,28.07,18686,85.03,62.83
80,1995,5,Karnataka,Dakshina Kannada,10420,50.13,47.52,35.57,3747,18.03,17.09,12.79,6620,31.85,30.19,22.6,20787,94.8,70.96
80,1996,5,Karnataka,Dakshina Kannada,8904,49.17,40.26,30.65,3114,17.2,14.08,10.72,6091,33.64,27.54,20.97,18109,81.89,62.33
80,1997,5,Karnataka,Dakshina Kannada,11197,41.59,49.08,38.19,3593,13.35,15.75,12.26,12130,45.06,53.16,41.37,26920,117.99,91.82
80,1998,5,Karnataka,Dakshina Kannada,9533,47.83,41.65,32.64,4081,20.48,17.83,13.97,6315,31.69,27.59,21.62,19929,87.08,68.23
80,1999,5,Karnataka,Dakshina Kannada,7768,36.27,33.1,26.13,5726,26.73,24.4,19.26,7926,37,33.78,26.66,21420,91.28,72.06
80,2000,5,Karnataka,Dakshina Kannada,8202,41.95,34.9,27.99,5094,26.05,21.68,17.39,6258,32,26.63,21.36,19554,83.21,66.74
80,2001,5,Karnataka,Dakshina Kannada,6777,40.09,28.8,23.25,4548,26.9,19.33,15.6,5580,33.01,23.71,19.14,16905,71.83,57.99
80,2002,5,Karnataka,Dakshina Kannada,7462,38.13,31.94,26.01,5353,27.35,22.91,18.66,6754,34.51,28.91,23.54,19569,83.75,68.21
80,2003,5,Karnataka,Dakshina Kannada,7836,40.59,33.7,27.64,4619,23.93,19.87,16.29,6851,35.49,29.47,24.16,19306,83.04,68.09
80,2004,5,Karnataka,Dakshina Kannada,7472,36.07,32.3,26.35,5112,24.68,22.1,18.03,8131,39.25,35.15,28.68,20715,89.54,73.06
80,2005,5,Karnataka,Dakshina Kannada,8426,34.22,36.29,29.87,5242,21.29,22.58,18.58,10958,44.5,47.19,38.85,24626,106.06,87.3
80,2006,5,Karnataka,Dakshina Kannada,9498,37.14,41.07,33.6,5153,20.15,22.28,18.23,10920,42.7,47.21,38.62,25571,110.56,90.45
80,2007,5,Karnataka,Dakshina Kannada,8138,32.89,35.19,28.95,4435,17.92,19.18,15.78,12173,49.19,52.63,43.3,24746,107,88.03
80,2008,5,Karnataka,Dakshina Kannada,9778,41.25,42.07,34.75,5586,23.57,24.04,19.85,8338,35.18,35.88,29.63,23702,101.99,84.23
80,2009,5,Karnataka,Dakshina Kannada,10673,38.81,46.27,38.63,7237,26.32,31.38,26.19,9588,34.87,41.57,34.7,27498,119.22,99.52
80,2010,5,Karnataka,Dakshina Kannada,11914,45.98,51.7,43.28,6338,24.46,27.5,23.03,7657,29.55,33.22,27.82,25909,112.42,94.13
80,2011,5,Karnataka,Dakshina Kannada,10702,43.19,46.21,38.84,5633,22.73,24.32,20.44,8445,34.08,36.47,30.65,24780,107,89.93
80,2012,5,Karnataka,Dakshina Kannada,10654,49.43,46.82,39.51,4462,20.7,19.61,16.55,6436,29.86,28.28,23.87,21552,94.71,79.93
80,2013,5,Karnataka,Dakshina Kannada,9056,50.26,39.5,33.43,3739,20.75,16.31,13.8,5224,28.99,22.78,19.29,18019,78.59,66.52
80,2014,5,Karnataka,Dakshina Kannada,11462,45.02,47.88,41.07,5712,22.44,23.86,20.47,8284,32.54,34.61,29.68,25458,106.35,91.21
80,2015,5,Karnataka,Dakshina Kannada,10512,43.06,43.98,37.86,5753,23.57,24.07,20.72,8148,33.38,34.09,29.34,24413,102.14,87.91
80,2016,5,Karnataka,Dakshina Kannada,9762,39.46,40.23,36.62,5892,23.82,24.28,22.1,9082,36.72,37.43,34.07,24736,101.94,92.79
80,2017,5,Karnataka,Dakshina Kannada,9700,38.9,39.65,36.43,6090,24.42,24.89,22.87,9147,36.68,37.39,34.35,24937,101.92,93.65
81,1966,5,Karnataka,Uttara Kannada,365,71.71,3.02,2.79,144,28.29,1.19,1.1,0,0,0,0,509,4.21,3.89
81,1967,5,Karnataka,Uttara Kannada,374,69.52,3.13,2.87,164,30.48,1.37,1.26,0,0,0,0,538,4.5,4.14
81,1968,5,Karnataka,Uttara Kannada,623,71.36,5.31,4.88,226,25.89,1.93,1.77,24,2.75,0.2,0.19,873,7.44,6.84
81,1969,5,Karnataka,Uttara Kannada,580,46,5.49,4.96,275,21.81,2.6,2.35,406,32.2,3.84,3.47,1261,11.93,10.79
81,1970,5,Karnataka,Uttara Kannada,650,52.8,6.27,5.6,256,20.8,2.47,2.21,325,26.4,3.14,2.8,1231,11.88,10.61
81,1971,5,Karnataka,Uttara Kannada,712,61.27,6.85,6.08,217,18.67,2.09,1.85,233,20.05,2.24,1.99,1162,11.17,9.91
81,1972,5,Karnataka,Uttara Kannada,1014,69.88,9.68,8.67,316,21.78,3.02,2.7,121,8.34,1.16,1.04,1451,13.86,12.41
81,1973,5,Karnataka,Uttara Kannada,600,51.5,5.65,5.06,259,22.23,2.44,2.18,306,26.27,2.88,2.58,1165,10.97,9.82
81,1974,5,Karnataka,Uttara Kannada,2014,63.96,18.86,16.97,645,20.48,6.04,5.43,490,15.56,4.59,4.13,3149,29.49,26.53
81,1975,5,Karnataka,Uttara Kannada,795,67.83,7.37,6.65,209,17.83,1.94,1.75,168,14.33,1.56,1.4,1172,10.87,9.8
81,1976,5,Karnataka,Uttara Kannada,924,54.38,8.53,7.73,448,26.37,4.14,3.75,327,19.25,3.02,2.74,1699,15.69,14.22
81,1977,5,Karnataka,Uttara Kannada,929,64.11,8.61,7.8,284,19.6,2.63,2.38,236,16.29,2.19,1.98,1449,13.43,12.17
81,1978,5,Karnataka,Uttara Kannada,1085,54.96,9.95,9.05,512,25.94,4.69,4.27,377,19.1,3.46,3.14,1974,18.09,16.46
81,1979,5,Karnataka,Uttara Kannada,1263,58.34,11.48,10.61,481,22.22,4.37,4.04,421,19.45,3.83,3.54,2165,19.68,18.19
81,1980,5,Karnataka,Uttara Kannada,1196,45.25,10.97,10.14,599,22.66,5.5,5.08,848,32.08,7.78,7.19,2643,24.25,22.4
81,1981,5,Karnataka,Uttara Kannada,1242,53.81,11.29,10.35,552,23.92,5.02,4.6,514,22.27,4.67,4.28,2308,20.98,19.23
81,1982,5,Karnataka,Uttara Kannada,2343,59.3,21.4,19.77,743,18.81,6.79,6.27,865,21.89,7.9,7.3,3951,36.08,33.34
81,1983,5,Karnataka,Uttara Kannada,2804,60,25.56,23.46,947,20.27,8.63,7.92,922,19.73,8.4,7.72,4673,42.6,39.1
81,1984,5,Karnataka,Uttara Kannada,1597,44.06,14.36,12.45,1012,27.92,9.1,7.89,1016,28.03,9.14,7.92,3625,32.6,28.25
81,1985,5,Karnataka,Uttara Kannada,1618,43.22,14.82,13.03,967,25.83,8.86,7.79,1159,30.96,10.61,9.33,3744,34.29,30.14
81,1986,5,Karnataka,Uttara Kannada,1954,44.45,18.09,15.62,1387,31.55,12.84,11.09,1055,24,9.77,8.43,4396,40.7,35.14
81,1987,5,Karnataka,Uttara Kannada,1637,45.18,14.46,12.57,1009,27.85,8.91,7.75,977,26.97,8.63,7.5,3623,32.01,27.83
81,1988,5,Karnataka,Uttara Kannada,3876,14.2,33.91,29.45,21786,79.83,190.6,165.55,1629,5.97,14.25,12.38,27291,238.77,207.38
81,1989,5,Karnataka,Uttara Kannada,3242,42.08,28.51,25.19,2139,27.76,18.81,16.62,2324,30.16,20.44,18.06,7705,67.77,59.87
81,1990,5,Karnataka,Uttara Kannada,2808,43.27,24.85,21.66,1433,22.08,12.68,11.05,2248,34.64,19.9,17.34,6489,57.43,50.05
81,1991,5,Karnataka,Uttara Kannada,3290,41.09,29.25,25.4,1988,24.83,17.68,15.35,2729,34.08,24.26,21.07,8007,71.19,61.81
81,1992,5,Karnataka,Uttara Kannada,2705,42.28,24.31,20.63,1906,29.79,17.13,14.54,1787,27.93,16.06,13.63,6398,57.51,48.81
81,1993,5,Karnataka,Uttara Kannada,2737,57.44,23.35,20.2,1305,27.39,11.13,9.63,723,15.17,6.17,5.34,4765,40.65,35.16
81,1994,5,Karnataka,Uttara Kannada,3296,62.83,29.78,25.74,1166,22.23,10.53,9.11,784,14.94,7.08,6.12,5246,47.39,40.97
81,1995,5,Karnataka,Uttara Kannada,3584,46.8,31.92,28.11,2284,29.83,20.34,17.91,1790,23.37,15.94,14.04,7658,68.2,60.05
81,1996,5,Karnataka,Uttara Kannada,2732,60.27,24.37,21.35,850,18.75,7.58,6.64,951,20.98,8.48,7.43,4533,40.44,35.42
81,1997,5,Karnataka,Uttara Kannada,3978,51.97,35.44,30.6,2393,31.26,21.32,18.41,1283,16.76,11.43,9.87,7654,68.19,58.88
81,1998,5,Karnataka,Uttara Kannada,4227,48.1,38.1,32.98,3078,35.03,27.74,24.02,1483,16.88,13.37,11.57,8788,79.21,68.58
81,1999,5,Karnataka,Uttara Kannada,3775,43.67,34.2,29.7,2824,32.67,25.58,22.22,2045,23.66,18.53,16.09,8644,78.3,68.01
81,2000,5,Karnataka,Uttara Kannada,4305,43.92,38.44,34.17,3160,32.24,28.21,25.08,2338,23.85,20.88,18.56,9803,87.53,77.8
81,2001,5,Karnataka,Uttara Kannada,3889,45,35.81,32.81,2969,34.36,27.34,25.05,1784,20.64,16.43,15.05,8642,79.57,72.92
81,2002,5,Karnataka,Uttara Kannada,3157,45.5,28.86,26.39,2068,29.8,18.9,17.29,1714,24.7,15.67,14.33,6939,63.43,58.01
81,2003,5,Karnataka,Uttara Kannada,3528,45.96,32.49,29.69,2407,31.36,22.17,20.26,1741,22.68,16.03,14.65,7676,70.69,64.6
81,2004,5,Karnataka,Uttara Kannada,4176,40.18,38.58,35.09,3416,32.87,31.56,28.71,2802,26.96,25.88,23.55,10394,96.02,87.34
81,2005,5,Karnataka,Uttara Kannada,5863,45.1,50.95,46.33,3798,29.22,33,30.01,3339,25.68,29.01,26.38,13000,112.96,102.73
81,2006,5,Karnataka,Uttara Kannada,6209,44.96,53.7,49,4314,31.24,37.31,34.04,3288,23.81,28.44,25.95,13811,119.45,108.99
81,2007,5,Karnataka,Uttara Kannada,5917,46.35,51.59,47.24,3558,27.87,31.02,28.4,3290,25.77,28.69,26.27,12765,111.3,101.91
81,2008,5,Karnataka,Uttara Kannada,8421,43.88,73.67,67.37,6621,34.5,57.93,52.97,4147,21.61,36.28,33.18,19189,167.88,153.51
81,2009,5,Karnataka,Uttara Kannada,8060,42.15,71.36,64.14,7088,37.07,62.75,56.41,3974,20.78,35.18,31.63,19122,169.3,152.17
81,2010,5,Karnataka,Uttara Kannada,7517,43.94,67.03,60.42,5084,29.72,45.33,40.86,4506,26.34,40.18,36.22,17107,152.54,137.49
81,2011,5,Karnataka,Uttara Kannada,7479,46.34,66.6,60.54,6159,38.16,54.84,49.86,2501,15.5,22.27,20.25,16139,143.71,130.65
81,2012,5,Karnataka,Uttara Kannada,6021,54.87,53.77,47.89,2789,25.42,24.91,22.18,2163,19.71,19.32,17.2,10973,98,87.27
81,2013,5,Karnataka,Uttara Kannada,7263,57.1,65.12,59.39,3245,25.51,29.09,26.54,2211,17.38,19.82,18.08,12719,114.03,104.01
81,2014,5,Karnataka,Uttara Kannada,8111,52.7,72.43,66.24,4327,28.11,38.64,35.34,2954,19.19,26.38,24.12,15392,137.45,125.7
81,2015,5,Karnataka,Uttara Kannada,10040,55.94,90.43,82.26,4547,25.33,40.96,37.26,3362,18.73,30.28,27.55,17949,161.67,147.06
81,2016,5,Karnataka,Uttara Kannada,8646,56.45,77.99,71.42,3819,24.93,34.45,31.55,2851,18.61,25.72,23.55,15316,138.15,126.51
81,2017,5,Karnataka,Uttara Kannada,8781,52.66,79,71.74,4050,24.29,36.44,33.09,3845,23.06,34.59,31.41,16676,150.04,136.23
82,1966,5,Karnataka,Kodagu / Coorg,540,89.26,5.06,4.99,65,10.74,0.61,0.6,0,0,0,0,605,5.67,5.59
82,1967,5,Karnataka,Kodagu / Coorg,436,85.16,4.07,3.99,76,14.84,0.71,0.7,0,0,0,0,512,4.78,4.68
82,1968,5,Karnataka,Kodagu / Coorg,324,23.26,2.93,2.86,457,32.81,4.14,4.04,612,43.93,5.54,5.41,1393,12.62,12.32
82,1969,5,Karnataka,Kodagu / Coorg,516,38.08,4.41,4.07,236,17.42,2.02,1.86,603,44.5,5.15,4.76,1355,11.58,10.69
82,1970,5,Karnataka,Kodagu / Coorg,1110,40.47,10.09,9.06,646,23.55,5.87,5.27,987,35.98,8.97,8.06,2743,24.94,22.39
82,1971,5,Karnataka,Kodagu / Coorg,2440,62.58,20.82,19.52,854,21.9,7.29,6.83,605,15.52,5.16,4.84,3899,33.27,31.19
82,1972,5,Karnataka,Kodagu / Coorg,1660,49.66,13.28,12.85,935,27.97,7.48,7.24,748,22.38,5.98,5.79,3343,26.74,25.87
82,1973,5,Karnataka,Kodagu / Coorg,686,34.63,5.33,5.09,501,25.29,3.89,3.72,794,40.08,6.17,5.89,1981,15.39,14.71
82,1974,5,Karnataka,Kodagu / Coorg,1985,50.15,13.5,13.15,1173,29.64,7.98,7.77,800,20.21,5.44,5.3,3958,26.93,26.23
82,1975,5,Karnataka,Kodagu / Coorg,936,47.39,6.41,6.17,524,26.53,3.59,3.46,515,26.08,3.53,3.4,1975,13.53,13.03
82,1976,5,Karnataka,Kodagu / Coorg,1614,50.5,12.23,11.72,886,27.72,6.71,6.43,696,21.78,5.27,5.05,3196,24.21,23.21
82,1977,5,Karnataka,Kodagu / Coorg,2200,50.46,16.95,16.26,1265,29.01,9.75,9.35,895,20.53,6.9,6.61,4360,33.59,32.22
82,1978,5,Karnataka,Kodagu / Coorg,3613,45.62,27.81,26.64,2376,30,18.29,17.52,1931,24.38,14.87,14.24,7920,60.97,58.41
